ISYS6004,Green Information Technology and Sustainability,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-green-information-technology-and-sustainability--isys6004v2
ISYS3012,Advanced Business Technologies,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-advanced-business-technologies--isys3012v1
ISYS6009,Enterprise Network Security,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-enterprise-network-security--isys6009v1
ISYS6011,Computer Forensics,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-computer-forensics--isys6011v1
ISYS6013,Data Mining and Business Intelligence,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-data-mining-and-business-intelligence--isys6013v1
ISAD5004,Introduction to Software Engineering,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-introduction-to-software-engineering--isad5004v1
COMP4000,Computer Science Honours Dissertation,Undergraduate Thesis, https://handbook.curtin.edu.au/units/unit-ug-computer-science-honours-dissertation--comp4000v1
ISYS2001,Business Application Design,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-business-application-design--isys2001v1
ISYS6000,Master Thesis - Information Systems,Masters Thesis, https://handbook.curtin.edu.au/units/unit-pg-master-thesis---information-systems--isys6000v1
COMP6000,Master Thesis - Computing,Masters Thesis, https://handbook.curtin.edu.au/units/unit-pg-master-thesis---computing--comp6000v1
ICTE2002,UX Design 2,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-ux-design-2--icte2002v3
COMP7000,Doctoral Thesis - Computing,Doctoral Thesis, https://handbook.curtin.edu.au/units/unit-pg-doctoral-thesis---computing--comp7000v1
ICTE5003,Programming for Visualisation Technologies,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-programming-for-visualisation-technologies--icte5003v1
COMP0002,Computer Productivity,Bridging Unit, https://handbook.curtin.edu.au/units/unit-brg-computer-productivity--comp0002v1
COMP0003,Introduction to Programming (Dubai Foundation),Bridging Unit, https://handbook.curtin.edu.au/units/unit-brg-introduction-to-programming-dubai-foundation--comp0003v1
ISAD1000,Introduction to Software Engineering,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-introduction-to-software-engineering--isad1000v1
ICTE3002,Human Computer Interface,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-human-computer-interface--icte3002v1
COMP2003,Object Oriented Software Engineering,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-object-oriented-software-engineering--comp2003v1
COMP0004,Fundamentals of Information Technology,Bridging Unit, https://handbook.curtin.edu.au/units/unit-brg-fundamentals-of-information-technology--comp0004v1
COMP3001,Design and Analysis of Algorithms,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-design-and-analysis-of-algorithms--comp3001v1
ISEC2000,Fundamental Concepts of Cryptography,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-fundamental-concepts-of-cryptography--isec2000v1
ISEC3000,Information Security Topics,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-information-security-topics--isec3000v1
ISYS6014,Knowledge Management and Intelligent Systems,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-knowledge-management-and-intelligent-systems--isys6014v1
ICTE5005,Industrial Automation and Robotics,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-industrial-automation-and-robotics--icte5005v1
ISEC3006,Cyber Security Capstone Project 1,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-cyber-security-capstone-project-1--isec3006v1
ISEC3007,Cyber Security Capstone Project 2,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-cyber-security-capstone-project-2--isec3007v1
ISEC4002,Extended Cyber Security - Intrusion Detection System and Incident Handling,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-extended-cyber-security---intrusion-detection-system-and-incident-handling--isec4002v1
CNCO6001,Data Network Security,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-data-network-security--cnco6001v1
ISEC6003,Ethical Hacking,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-ethical-hacking--isec6003v1
CNCO6000,Broadband Networks,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-broadband-networks--cnco6000v1
ISAD5000,Advanced Optimisation Techniques,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-advanced-optimisation-techniques--isad5000v1
COMP3005,Computer Project 2,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-computer-project-2--comp3005v1
ISEC6002,Advanced Cyber Security Practices,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-advanced-cyber-security-practices--isec6002v1
ISYS6001,Enterprise Network Management,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-enterprise-network-management--isys6001v1
ISYS6012,Cyberwarfare,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-cyberwarfare--isys6012v1
ICTE2001,Programming for Visualisation Technologies,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-programming-for-visualisation-technologies--icte2001v1
ISYS4001,Information Systems Honours Dissertation,Undergraduate Thesis, https://handbook.curtin.edu.au/units/unit-ug-information-systems-honours-dissertation--isys4001v1
COMP4002,Extended Distributed Computing,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-extended-distributed-computing--comp4002v2
COMP3004,Computer Project 1,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-computer-project-1--comp3004v1
CNCO3003,Mobile Cloud Computing,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-mobile-cloud-computing--cnco3003v1
COMP2009,Intelligent Agents,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-intelligent-agents--comp2009v1
COMP5010,Advanced Algorithm Design,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-advanced-algorithm-design--comp5010v1
COMP5007,Artificial and Machine Intelligence,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-artificial-and-machine-intelligence--comp5007v1
COMP6006,Web Application Frameworks,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-web-application-frameworks--comp6006v1
COMP6005,Object Oriented Software Engineering,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-object-oriented-software-engineering--comp6005v1
ICTE5001,Advanced Human Computer Interface,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-advanced-human-computer-interface--icte5001v1
ISAD4002,Extended Software Metrics,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-extended-software-metrics--isad4002v2
ISAD4000,Software Engineering Project A,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-software-engineering-project-a--isad4000v1
COMP3006,Artificial and Machine Intelligence,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-artificial-and-machine-intelligence--comp3006v1
COMP1006,Foundations of Computer Science,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-foundations-of-computer-science--comp1006v1
COMP5004,Advanced Computing Topics,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-advanced-computing-topics--comp5004v1
ISYS5001,Business Project Management,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-business-project-management--isys5001v1
ISYS5003,Technological Infrastructure,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-technological-infrastructure--isys5003v1
ISYS6018,Information Security Audit and Control,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-information-security-audit-and-control--isys6018v1
ISEC3004,Cyber Crime and Security Enhanced Programming,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-cyber-crime-and-security-enhanced-programming--isec3004v1
ISYS5010,Information Systems Management,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-information-systems-management--isys5010v1
ISYS5009,Societal Impact of Technological Innovation,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-societal-impact-of-technological-innovation--isys5009v1
ISAD6003,Scalable Software Engineering,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-scalable-software-engineering--isad6003v1
CNCO3000,Distributed Networks,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-distributed-networks--cnco3000v1
COMP3010,Machine Learning,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-machine-learning--comp3010v1
COMP6011,Advanced Artificial Intelligence Research Topics,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-advanced-artificial-intelligence-research-topics--comp6011v1
ISEC4000,Extended Cyber Security Concepts,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-extended-cyber-security-concepts--isec4000v1
ISAD4001,Software Engineering Project B,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-software-engineering-project-b--isad4001v1
COMP2004,Computer Graphics,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-computer-graphics--comp2004v1
ISAD3000,Capstone Computing Project 1,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-capstone-computing-project-1--isad3000v2
COMP6004,Strategic Information Management,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-strategic-information-management--comp6004v1
COMP0001,Information Technology,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-information-technology--comp0001v1
COMP3008,Distributed Computing,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-distributed-computing--comp3008v1
COMP6013,Explainable Approaches to Machine Learning,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-explainable-approaches-to-machine-learning--comp6013v1
COMP5002,Systems Programming and Design,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-systems-programming-and-design--comp5002v1
COMP6012,Stochastic and Connectionist Approaches in Machine Learning,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-stochastic-and-connectionist-approaches-in-machine-learning--comp6012v1
ISEC6005,Penetration Testing,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-penetration-testing--isec6005v1
COMP2006,Operating Systems,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-operating-systems--comp2006v1
CNCO3002,Advanced Computer Communications,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-advanced-computer-communications--cnco3002v1
ISEC2001,Fundamental Concepts of Data Security,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-fundamental-concepts-of-data-security--isec2001v2
COMP2002,Unix Systems Programming,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-unix-systems-programming--comp2002v1
ISYS2002,Introductory Systems Analysis and Design,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-introductory-systems-analysis-and-design--isys2002v1
CNCO3001,Network Systems Design,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-network-systems-design--cnco3001v1
ISYS3010,Enterprise Technologies,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-enterprise-technologies--isys3010v2
COMP0007,RCO001 Robotics & Coding,Bridging Unit, https://handbook.curtin.edu.au/units/unit-brg-rco001-robotics-and-coding--comp0007v1
ISYS2012,Information Security,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-information-security--isys2012v1
ISYS2013,Project Management,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-project-management--isys2013v2
ISYS5005,Information Security Management,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-information-security-management--isys5005v1
COMP5005,Fundamentals of Programming,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-fundamentals-of-programming--comp5005v1
ISAD5001,Systems Analysis,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-systems-analysis--isad5001v1
ISYS5007,Data Management,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-data-management--isys5007v1
ISEC5006,Fundamental Concepts of Data Security,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-fundamental-concepts-of-data-security--isec5006v1
ISYS5002,Introduction to Programming,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-introduction-to-programming--isys5002v1
ISYS3004,Business Web Technologies,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-business-web-technologies--isys3004v1
COMP1002,Data Structures and Algorithms,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-data-structures-and-algorithms--comp1002v1
ISAD3001,Capstone Computing Project 2,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-capstone-computing-project-2--isad3001v2
COMP6002,Computer Science Project,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-computer-science-project--comp6002v1
COMP5009,Data Mining,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-data-mining--comp5009v1
ISYS2007,Database,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-database--isys2007v1
COMP6001,Computer Science Project 1,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-computer-science-project-1--comp6001v1
COMP5000,Project in Computer Science,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-project-in-computer-science--comp5000v1
CNCO5002,Specialist Computer Communication,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-specialist-computer-communication--cnco5002v1
ISYS6003,Business Enterprise Systems,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-business-enterprise-systems--isys6003v1
CNCO5000,Mobile Cloud Computing,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-mobile-cloud-computing--cnco5000v1
ISYS3002,Information Systems and Technology Project 2,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-information-systems-and-technology-project-2--isys3002v2
ISYS6019,Consultancy Capstone,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-consultancy-capstone--isys6019v1
COMP2005,Computing Topics,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-computing-topics--comp2005v1
ISEC3005,Cyber Security- Intrusion Detection System and Incident Handling,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-cyber-security--intrusion-detection-system-and-incident-handling--isec3005v1
CNCO2000,Computer Communications,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-computer-communications--cnco2000v1
ISYS5004,Information Systems Implementation,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-information-systems-implementation--isys5004v1
ISYS3006,Business Applications,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-business-applications--isys3006v1
COMP5008,Data Structures and Algorithms,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-data-structures-and-algorithms--comp5008v1
COMP2008,Mobile Application Development,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-mobile-application-development--comp2008v1
COMP3002,Theoretical Foundations of Computer Science,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-theoretical-foundations-of-computer-science--comp3002v1
ISYS2008,Introduction to Business Technology,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-introduction-to-business-technology--isys2008v1
ISEC3002,Penetration Testing and Defence,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-penetration-testing-and-defence--isec3002v3
COMP6009,Search and Logic Approaches in Machine Learning,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-search-and-logic-approaches-in-machine-learning--comp6009v1
COMP6008,Reinforcement Learning,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-reinforcement-learning--comp6008v1
ISEC4001,Extended Cyber Crime and Security Enhanced Programming,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-extended-cyber-crime-and-security-enhanced-programming--isec4001v1
COMP3007,Machine Perception,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-machine-perception--comp3007v1
COMP3003,Software Engineering Concepts,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-software-engineering-concepts--comp3003v1
COMP2007,Programming Languages,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-programming-languages--comp2007v1
ISYS7001,Doctoral Thesis - Information Systems,Doctoral Thesis, https://handbook.curtin.edu.au/units/unit-pg-doctoral-thesis---information-systems--isys7001v1
COMP6007,Software Architecture and Extensible Design,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-software-architecture-and-extensible-design--comp6007v1
ISYS5000,Designing Database Systems,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-designing-database-systems--isys5000v1
ISYS1001,Database Systems,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-database-systems--isys1001v1
ISYS1000,Introduction to Business Information Systems,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-introduction-to-business-information-systems--isys1000v1
ISYS5008,Database Systems,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-database-systems--isys5008v1
ISEC6001,Intrusion Detection,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-intrusion-detection--isec6001v1
COMP5011,Programming Design and Implementation,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-programming-design-and-implementation--comp5011v2
COMP5001,Theoretical Foundations of Computer Science,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-theoretical-foundations-of-computer-science--comp5001v1
COMP6010,Planning and Handling Uncertainty in Machine Learning,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-planning-and-handling-uncertainty-in-machine-learning--comp6010v1
ISEC6000,Secure DevOps,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-secure-devops--isec6000v1
ISEC5007,Advanced Cyber Crime and Security Enhanced Programming,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-advanced-cyber-crime-and-security-enhanced-programming--isec5007v1
ISEC6004,Incident Handling and Forensics in Network Defence,Postgraduate Unit, https://handbook.curtin.edu.au/units/unit-pg-incident-handling-and-forensics-in-network-defence--isec6004v1
ISYS6017,Research Dissertation,Postgraduate Thesis, https://handbook.curtin.edu.au/units/unit-pg-research-dissertation--isys6017v2
COMP2000,Computer Systems,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-computer-systems--comp2000v1
ISYS3001,Information Systems and Technology Project 1,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-information-systems-and-technology-project-1--isys3001v2
COMP1007,Programming Design and Implementation,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-programming-design-and-implementation--comp1007v1
ICTE4005,Industrial Automation and Robotics,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-industrial-automation-and-robotics--icte4005v1
COMP1000,Unix and C Programming,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-unix-and-c-programming--comp1000v1
ISEC1000,Cyber Security Concepts,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-cyber-security-concepts--isec1000v1
COMP1005,Fundamentals of Programming,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-fundamentals-of-programming--comp1005v1
COMP3009,Data Mining,Undergraduate Unit, https://handbook.curtin.edu.au/units/unit-ug-data-mining--comp3009v1